uuid	name	profile	shapeSet
614c3193-13da-40f4-9b03-37f26e760fd6	obj_hideout_questgiver	Large Parts	survivalobject.shapeset
614e5a34-f7f5-43e0-afe1-3b561063d093	obj_survivalobject_mustache	Quest / Special Items	quest_items.shapeset
6159898f-beb8-4f49-825b-92b0774daa61	obj_spaceship_wall12	Large Parts	spaceship_survivalobject.shapeset
61b0abe1-817d-416a-b49d-443b2ec13b6e	obj_rewards_lavalamp	Quest / Special Items	rewards.shapeset
61bdf048-c09f-4cf5-8b47-35ba28c0580c	obj_survivalobject_elevatorcallbutton	Small Parts	survivalobject.shapeset
61f24d00-3d2d-44bf-818e-50a11c920aca	obj_harvests_trees_pine02_p03	Resources	harvests_trees.shapeset
6232b62a-f3e0-4609-a159-ab08abf8125f	obj_construction_bucket	Medium Parts	construction.shapeset
628b2d61-5ceb-43e9-8334-a4135566df7a	blk_plastic	Blocks	blocks.shapeset
628fd350-577d-413f-82a8-7f08a83de3d8	obj_crates_redbeet	Large Parts	packingcrates.shapeset
635eee58-9a36-437f-9e30-78dab0cbcc59	obj_industrial_platformstairsramp	Wedges	industrial.shapeset
63695efd-0862-49f2-ace6-4d1758147fae	obj_outfitpackage_common	Quest / Special Items	outfitpackage.shapeset
63910258-85da-45eb-8108-bb5c489695a0	obj_rewards_ivypipe02	Quest / Special Items	rewards.shapeset
6395a2f1-4169-4a7e-be15-a9864cb6ce7e	obj_consumable_clay	Consumables	consumable_shared.shapeset
63cf0973-b81e-4fe1-ae44-654937e1b0e4	obj_fittings_7x8	Large Parts	fittings.shapeset
64051718-a3f1-422b-bda3-277efa0c4545	obj_seed_redbeet	Plantables	plantables_creative.shapeset
640574ae-f55c-460b-9070-030877f7afa5	obj_harvests_nonepart_tier5_p08	Resources	harvests_nonepart.shapeset
64401599-2a38-4d83-93f9-a76b137c9574	obj_rewards_plant02	Quest / Special Items	rewards.shapeset
64555383-f1c9-4027-a1c4-02951d085b76	obj_harvests_trees_birch01_p05	Resources	harvests_trees.shapeset
645a592e-b015-4ca6-b5a7-cc33612870eb	jnt_gyroseat	Small Parts	interactive_shared.shapeset
647296c4-41ef-4173-8a54-d2a1ae1e89c3	obj_fittings_cordstraight	Small Parts	fittings.shapeset
64a83163-23f6-4f10-bb6b-97c43c43f601	obj_dekotora_roundedlight	Medium Parts	dekotora.shapeset
64e8cdbf-14fa-4c8d-b089-27e3e12542f7	obj_jewel_03	Quest / Special Items	jewel_creative.shapeset
64fdc73f-259a-49df-94ac-24db25a4dc42	obj_vehicle_wheelhousecorner	Small Parts	vehicle.shapeset
6546c293-a5aa-4442-80d5-a2819f077746	obj_interactive_electricengine_creative	Medium Parts	interactive.shapeset
656eaa31-bd14-4495-8ccd-6c1e5136117b	obj_dekotora_scrollingstripround	Medium Parts	dekotora.shapeset
659488be-3d33-4244-b762-e7d77dcdcbbe	obj_decor_mirror	Medium Parts	decor.shapeset
65d543fd-54c4-4520-bee3-f59e1db9cce3	bq_popcorn_01	Small Parts	builderguide.shapeset
660c50e1-081d-449c-a405-785d4c26328d	obj_interactive_plasmadrill_lvl2	Medium Parts	powertools.shapeset
6620ceb4-3c35-4a61-9d98-f923d2277395	obj_light_rangelight	Small Parts	interactive_shared.shapeset
6661da68-74af-4425-ad63-d5b4631ee266	obj_fittings_pipebigshort	Medium Parts	fittings.shapeset
66affe90-4552-455e-a0b0-b203f9988790	obj_warehouse_container3	Medium Parts	warehouse.shapeset
66c1ccc6-1a68-40f3-9e10-ee362c3c13bc	obj_spaceship_ceilingvent01	Large Parts	spaceship.shapeset
66c3a5cd-ce37-4b37-916d-ac39a67ad2f5	obj_fittings_7x8_mount	Large Parts	fittings.shapeset
67900105-8c85-45b4-a35c-038b69f5eacf	obj_dekotora_lightpanel02	Medium Parts	dekotora.shapeset
67da25c9-3825-41f6-9724-4546a11cb2a5	jnt_suspensionsport_01	Small Parts	interactive_upgradeable.shapeset
67ec22d4-cec0-47ee-9ff6-6f5996645270	bq_cornheart_01	Small Parts	builderguide.shapeset
681b75ce-2489-4a7b-8cb2-2903e7243e83	681b75ce-2489-4a7b-8cb2-2903e7243e83	Small Parts	debug.shapeset
682538ac-7a45-4f56-b500-ec5d3d5f3eb7	obj_rewards_plant01	Quest / Special Items	rewards.shapeset
684002ad-3218-4dd0-a6dd-53e6dfdec562	obj_industrial_powergeneratortank	Large Parts	industrial.shapeset
6873a5b8-c874-4424-8422-920d467140e9	obj_dekotora_xlwheel	Medium Parts	vehicle.shapeset
68a58472-368d-4b09-ad36-9093f11d76ae	obj_consumable_fireammo	Consumables	consumable_shared.shapeset
68c2baa5-1274-4bfd-8b12-6e522123f4de	obj_industrial_cylinderlarge	Large Parts	industrial.shapeset
68d8eeb6-14e4-469b-9ee6-f80ebe1c4be6	obj_spaceship_ceilingbeam03	Medium Parts	spaceship_survivalobject.shapeset
68db6d52-00fb-441a-ab34-a79341acde32	obj_construction_soundisolationsmall	Large Parts	construction.shapeset
691e6cf7-00b9-461c-8272-58c43e7ec630	bq_creation_harvest_car	Large Parts	builderguide.shapeset
6953b17e-0a38-4107-8c56-5ee97e68bee3	obj_interactive_driversaddle_03	Medium Parts	interactive_upgradeable.shapeset
69559e81-50fa-40ae-afa2-a22c1a49eb54	obj_interactive_watergun	Medium Parts	mounted_guns.shapeset
695d66c8-b937-472d-8bc2-f3d72dd92879	obj_light_beamframelight	Small Parts	lights.shapeset
697e3b80-d3f7-4f4a-aba2-23611a45f967	obj_fittings_fusebox	Medium Parts	fittings.shapeset
69e362c3-32aa-4cd1-adc0-dcfc47b92c0d	obj_vehicle_smallwheel	Medium Parts	vehicle.shapeset
69fffafa-8084-4de0-9368-e7954d8e1686	obj_structure_metalstairs	Large Parts	structure.shapeset
6a43fff2-8c6d-4460-9f44-e5483b5267dd	obj_plantables_blueberry	Plantables	plantables_creative.shapeset
6a620faa-ca0d-4e39-bc67-97fb93d808c2	obj_packingstation_screen_veggie	Large Parts	survivalobject.shapeset
6a720005-ba27-4cfc-8fb3-b1af8b9c8bd3	obj_industrial_rail	Small Parts	industrial.shapeset
6ad9b8c7-4006-43cd-aa95-3d63c0e5c9fb	obj_warehouse_fan	Large Parts	warehouse.shapeset
6b19e80c-dbc3-4a84-be37-54646f39f23d	obj_rewards_carbumper	Quest / Special Items	rewards.shapeset
6b3f39a4-4aa7-4787-a23d-31419fd54a70	bq_sledgehammer_01	Small Parts	builderguide.shapeset
6b78fb4b-2af9-4a01-a7c5-7e333d245adb	obj_industrial_supportpillar	Medium Parts	industrial.shapeset
6bb84152-c4d7-4644-bc37-a3becd79298d	obj_interactive_controller_03	Small Parts	interactive_upgradeable.shapeset
6bc1a2b3-0e25-4c05-9965-95ed610931d0	obj_structure_woodstairs	Large Parts	structure.shapeset
6bcba46e-12d8-4771-b703-10733224f569	obj_harvests_crystal_large02_p00	Resources	harvests_crystal.shapeset
6be64f78-927b-4f61-b645-20adfbd9bfce	obj_fittings_wireshort	Small Parts	fittings.shapeset
6c4072a2-3260-4042-8a16-b4f257869d3a	obj_moltenorb_t5	Large Parts	moltenorb.shapeset
6c450f8e-7fe5-43ad-9391-c429e83310d2	obj_survivalobject_garagechest	Medium Parts	survivalobject.shapeset
6c8401b7-302d-4ae1-b647-35ce3e4d96c7	obj_voxelmaterialchunk_t3_small	Resources	voxelmaterialchunk.shapeset
6cb18801-8284-4f27-9f2e-b9955861b605	obj_warehouse_banner2	Large Parts	warehouse.shapeset
6d92d8e7-25e9-4698-b83d-a64dc97978c8	obj_plantables_tomato	Plantables	plantables_creative.shapeset
6dcdf410-9c68-4de0-a135-6eb5b80b9690	Quest_ShipConnector01	Small Parts	survivalobject.shapeset
6e3bcef9-ce1e-427e-8c43-a14f466d63dc	obj_dekotora_bulbframing03	Small Parts	dekotora.shapeset
6e7eb9bb-4b8e-400a-b9c4-2e9320e03ead	obj_harvests_trees_leafy03_p04	Resources	harvests_trees.shapeset
6e8c1c32-413f-437e-b782-0c0cf889b6a7	bq_creation_advanced_car	Large Parts	builderguide.shapeset
6f0c29d3-f8c1-4314-b13d-db637ed89061	obj_fittings_ductintersect	Small Parts	fittings.shapeset
6f38a734-571f-4c3d-97b9-c0aa480973af	obj_vehicle_concavewedge	Wedges	vehicle.shapeset
6f699ce5-4955-4725-9829-2b6e1dd6eee9	obj_industrial_generatorfoothinge	Medium Parts	industrial.shapeset
6f89ff7b-f49d-4f6e-904a-5758c29b0d8e	obj_harvests_trees_pine02_p06	Resources	harvests_trees.shapeset
6f8d188f-b14a-4b57-aa30-c4f81df1b271	obj_survivalobject_warehouseconsole	Large Parts	survivalobject.shapeset
6feb0f77-9a95-4bae-93d4-a2dc98745953	obj_harvests_crystal_medium_p01	Resources	harvests_crystal.shapeset
703ca746-d802-4e76-b443-4881e83afb73	obj_interactive_seat_05	Medium Parts	interactive_upgradeable.shapeset
70673852-7f5e-4731-8c75-c1b9fdf0008b	70673852-7f5e-4731-8c75-c1b9fdf0008b	Small Parts	effect_proxies.shapeset
70a497d6-6bc2-4ee6-a381-0976d68ac980	obj_fittings_pipebigholderbar	Small Parts	fittings.shapeset
70a7042e-6865-4341-a481-214786653046	obj_dekotora_hubcap02	Medium Parts	dekotora.shapeset
70bf77d0-c9dd-4232-9e05-fbf7f49bd62c	obj_decor_sign02	Medium Parts	decor.shapeset
712a5ebd-0793-49ba-b1ef-681a8fdceba6	obj_hideout_button	Large Parts	survivalobject.shapeset
71341a00-a5db-4b99-a938-b42349eea654	obj_harvests_crystal_large02_p07	Resources	harvests_crystal.shapeset
7143326d-e0b6-498b-a25b-45cda8958a0f	obj_interactive_mountableglowgun	Medium Parts	mounted_guns.shapeset
71665314-db59-4c43-bfe2-2746baa8ffe9	obj_containers_cardboardstack_large	Large Parts	containers.shapeset
71a12706-49d3-4a41-9ff1-cfd34f86fae2	obj_survivalobject_beamframelight_warehouse	Small Parts	survivalobject_lights.shapeset
71d3347f-baff-4f44-9ca9-dbdb3376cafc	obj_characterobject_toteboticeblock	Quest / Special Items	characterobject.shapeset
71fece72-28cb-4732-a0cb-00140170f2b0	obj_harvests_nonepart_tier5_p03	Resources	harvests_nonepart.shapeset
72045c19-fa44-4ce9-9f99-e9541e5a4d46	obj_rewards_plant03	Quest / Special Items	rewards.shapeset
72074131-529b-49c1-9ff3-73706f61eb06	obj_warehouse_packingtableroll	Medium Parts	warehouse.shapeset
721f9e2a-e99f-4257-9d84-ed234bd0e37f	obj_voxelmaterialchunk_t1_medium	Resources	voxelmaterialchunk.shapeset
7237080a-676b-4be1-bb7f-2fb1a9f6f274	obj_industrial_windowframe	Large Parts	industrial.shapeset
72f12b82-c169-4d2e-9f9b-44ef38d51aaa	obj_harvests_nonepart_sapphire_p01	Resources	harvests_nonepart.shapeset
731c6a84-7ae7-439d-a620-128076f9985c	obj_tool_paint	Components	tool_parts.shapeset
7324219e-2b19-4098-baa3-9876984ead08	jnt_interactive_piston_04	Small Parts	interactive_upgradeable.shapeset
737a5987-a586-4a06-9e9d-3661ab8d69d2	obj_harvests_trees_pine03_p00	Resources	harvests_trees.shapeset
73f838db-783e-4a41-bc0f-9008967780f3	jnt_suspensionoffroad_05	Medium Parts	interactive_upgradeable.shapeset
7468db55-b29d-4ce0-82b9-2414f493a376	obj_harvest_metal2	Resources	harvests_shared.shapeset
7479ff7f-37fc-4304-93e9-aad7891c29f2	obj_pneumatic_pipe_05	Medium Parts	vacumpipe.shapeset
749f69e0-56c9-488c-adf6-66c58531818f	blk_glasstile	Blocks	blocks.shapeset
74a3f240-65b2-4f52-9555-9b52173fca0a	obj_decor_haybaleround	Large Parts	decor.shapeset
7516f5b8-9a15-4606-92bb-ea9a96a16594	obj_interactive_saddle_04	Medium Parts	interactive_upgradeable.shapeset
7527cf2e-1705-4214-9d07-3dc374957e25	obj_container_tinychest	Medium Parts	interactive_shared.shapeset
7540ef9a-5c84-4dd2-b111-176d8de66e47	obj_decor_rottenfruit	Medium Parts	decor.shapeset
756a3a47-0e7a-4a87-9d75-d29e790e12d9	obj_artifact_fossil11	Quest / Special Items	artifact_creative.shapeset
75a84cf4-fd68-4c60-a410-0814aad1a565	obj_harvest_quartz	Resources	harvests.shapeset
75c11f33-7592-427f-96ac-d89994438042	obj_packingstation_front	Large Parts	survivalobject.shapeset
76331bbf-abbd-4b8d-bb54-f721a5b6193b	obj_container_fertilizer	Medium Parts	interactive_containers.shapeset
763fd838-7ed5-420e-8984-c2ae86da1e5c	obj_industrial_windowglass03	Large Parts	industrial.shapeset
764e94d1-61c0-4fef-9719-5548889e4817	obj_fittings_ventbig01	Medium Parts	fittings.shapeset
767a3121-2c31-473c-a5ab-27e188fdd55a	obj_craftbot_dressbot	Large Parts	interactive.shapeset
7728c105-1fd9-4aaa-95ec-1da45b425d89	obj_decor_sign_office	Large Parts	decor.shapeset
7735cab3-56d7-4d52-b615-090d021e8fdc	obj_characterobject_glowgorp	Quest / Special Items	characterobject.shapeset
778eff91-2dab-4093-8afc-872c9f76b364	obj_harvests_crystal_large02_p03	Resources	harvests_crystal.shapeset
77c2687c-2e13-4df8-996a-96fb26d75ee0	obj_interactive_driverseat_01	Large Parts	interactive_upgradeable.shapeset
7826f497-426b-42cb-a857-0d784f3ab2f3	obj_plants_bigpot	Medium Parts	plants.shapeset
78677314-1885-4c9e-87ee-04cdc929b0dc	obj_rewards_fireworks	Quest / Special Items	rewards.shapeset
7934dcd5-f978-4b58-bc92-cff1ca4bb9bf	obj_underground_key	Small Parts	survivalobject.shapeset
797e07a3-6d56-4b74-949b-9492c7946e0d	obj_interactive_saddle_03	Medium Parts	interactive_upgradeable.shapeset
79804453-e6d1-4a85-9944-db50d13b27cf	obj_harvests_nonepart_sapphire_p06	Resources	harvests_nonepart.shapeset
798c2c81-1f8e-481b-8c32-b71b5dc5511a	obj_tool_bucket_empty	Small Parts	bucket.shapeset
7997f4a5-6f5f-492e-95cb-65a5e2a0f2f2	obj_industrial_powergenerator4	Large Parts	industrial.shapeset
79cc711e-7094-4029-8419-bbbf8f08c6f2	obj_survivalobject_ruinchest	Large Parts	survivalobject.shapeset
79e41f5c-7b69-42ba-9172-7e3df49231bd	obj_harvests_trees_pine01_p05	Resources	harvests_trees.shapeset
79f63a7c-276e-4488-88d4-af7b0390a35f	obj_vehicle_gripwheel_x9	Large Parts	vehicle.shapeset
7a0e9041-9dd5-4cb1-b804-69ee16c45efe	obj_industrial_windshieldlarge	Large Parts	industrial.shapeset
7a31b721-c944-4b40-ba71-c1b2e3f00b9c	obj_harvests_trees_pine02_p08	Resources	harvests_trees.shapeset
7aab1deb-40a1-4af1-a245-71c6c8439d2f	obj_resource_drillcasingt4	Resources	resource.shapeset
7ab0cac7-b055-4283-b0bc-f85dd4d0416b	obj_outfitpackage_epic	Quest / Special Items	outfitpackage.shapeset
7b2955eb-0491-46b4-b43d-b7ea4edd3852	obj_structure_cableroll03	Large Parts	structure.shapeset
7b2c96af-a4a1-420e-9370-ea5b58f23a7e	obj_light_fluorescentlamp	Large Parts	lights.shapeset
7b57beb6-26c2-42e1-b252-33a5441924fe	obj_dekotora_arrowlight	Medium Parts	dekotora.shapeset
7b78d74f-c4c7-4c48-80f5-8f7f4bbd5de9	obj_harvests_trees_birch01_p03	Resources	harvests_trees.shapeset
7ba75948-640c-4563-9501-800cbddbeb6d	obj_destructable_tape_tape03	Small Parts	destructable_tape.shapeset
7bc20d55-6b49-450c-830c-16282ce7fb2d	obj_road_signfoundation	Medium Parts	decor.shapeset
7be411a0-8693-4910-800f-990122cbfca4	obj_interactive_growbed_banana_mature	Medium Parts	interactive.shapeset
7c6e88a7-21a4-4e97-856f-b937264e0d7d	obj_decor_clock	Small Parts	decor.shapeset
7cf717d7-d167-4f2d-a6e7-6b2c70aa3986	obj_interactive_switch	Small Parts	interactive.shapeset
7d601a5a-796d-4cae-be88-b47479d38d11	obj_interactive_driversaddle_01	Medium Parts	interactive_upgradeable.shapeset
7d7691d7-5059-4a43-9384-0b11905b0e3a	obj_interactive_growbed_redbeet_mature	Medium Parts	interactive.shapeset
7dad8565-b3c3-4ffb-aec2-6df8eb82f06e	obj_dekotora_caplight	Large Parts	dekotora.shapeset
7dd3db37-9187-4e72-8756-be1fb6f8f5e3	obj_voxelmaterialchunk_t3_medium	Resources	voxelmaterialchunk.shapeset
7e0b553c-1eae-4fa6-983e-b79ca2c621a9	obj_survivalobject_warehousespotligt	Small Parts	survivalobject.shapeset
7e2b1dcb-4853-43ed-a7c5-0eb1a24b49d0	obj_containers_barrel_blueberry	Medium Parts	containers.shapeset
7e8c0879-9f37-417c-a89e-d630cc52130d	warehouse elevatorsign	Medium Parts	warehouse.shapeset
7ece2c9b-bc74-45b7-b5f1-4c6f41a03a7a	obj_containers_vegboxbeetroot	Large Parts	containers.shapeset
7ece7c24-a1e9-48ea-86da-7795e2d9a426	obj_builderguide_dummy	Small Parts	builderguide.shapeset
7ef4d993-07d1-487a-ba12-ce9d82093f38	blk_placeholderblock_sticky	Blocks	blocks.shapeset
7f0d8b7c-861f-4597-94b4-a87978b3f750	obj_warehouse_bigramp	Wedges	warehouse.shapeset
7f3eae8d-3dd1-47f6-94de-0450c86e4af0	obj_interactive_turretseat_04_sphere	Large Parts	interactive_shared.shapeset
7fa4ecf6-d8fe-49eb-a950-db1fb4590c4d	obj_spaceship_wall09	Medium Parts	spaceship_survivalobject.shapeset
7fe8ed87-0c08-460d-9d08-7a64ad131f43	obj_survivalobject_platformspawner	Large Parts	survivalobject.shapeset
7feba511-4910-429d-a0e3-f1727259ae5c	obj_industrial_rooftankslice	Large Parts	industrial.shapeset
8024db09-9147-4fe3-a747-00bc30ab724b	obj_small_2wayb_pipe	Small Parts	fittings.shapeset
80550b05-f9eb-433c-9773-2af3beb1479d	obj_containers_vegboxgreen	Medium Parts	containers.shapeset
8062d6c3-7850-4b8f-89ec-1c171a81698a	obj_robotparts_minerbot_thruster	Large Parts	robotparts.shapeset
80680f7d-5f8a-4bf7-962b-ebd07481cd0a	obj_interactive_gravelcollector	Large Parts	craftbot.shapeset
807f2819-b2f2-4db6-bd71-04add4b69634	obj_dekotora_pinballflipper	Large Parts	dekotora.shapeset
8089b86c-7390-4cb6-b30e-7b281e8c329e	obj_harvests_trees_pine02_p10	Resources	harvests_trees.shapeset
80bc2b9f-98a9-44e4-9cb8-d4ec7e95b40f	obj_decor_babyduck	Small Parts	decor.shapeset
81211639-f02c-43ff-b3b5-70d6ba8f2e9b	jnt_suspensionsport_bearing_02	Small Parts	interactive_upgradeable.shapeset
818f4e15-ff51-4fed-b874-723a25d62e1c	obj_interactive_horn	Small Parts	interactive.shapeset
8260108a-2943-4446-8331-b22db4547257	obj_nugget_t4	Resources	resource.shapeset
82625879-3a0a-4ab8-9895-575d38ec4420	obj_construction_wall02	Large Parts	construction.shapeset
82694546-92b2-47c3-894d-7fc215e2de4a	obj_warehouse_beamframe	Small Parts	warehouse.shapeset
8310f5b9-3394-4723-ac23-f59a21d6e3f3	obj_fittings_7x8_T	Large Parts	fittings.shapeset
8336bf8b-cde0-46a0-b995-5000cba4f27f	obj_industrial_platformfenceshort	Medium Parts	industrial.shapeset
8365cf6a-af1a-41aa-a8c9-34313dce1f55	obj_destructable_taperolls_small	Small Parts	decor.shapeset
836e98a2-8c8c-4a6b-9239-54acdd4f4736	obj_tool_weld	Components	tool_parts.shapeset
838c8d9a-8fc0-4b15-898b-b82bbf8bf2e0	obj_fittings_generatorpipelong	Medium Parts	fittings.shapeset
84050f02-448f-4cc0-93b8-82876368ada6	obj_rewards_coffepot	Quest / Special Items	rewards.shapeset
847af9bd-21ae-4d16-971f-5c8378e83f51	obj_resource_refinedsapphire	Resources	resource.shapeset
847daf20-02bf-4170-8699-9ab106acd29a	obj_scrap_seat	Medium Parts	interactive_scrap_creative.shapeset
84d8e6eb-948b-4dd4-ab23-55a64d33eff1	obj_spaceship_wall05	Large Parts	spaceship_survivalobject.shapeset
84fdb4ca-46cd-424b-b608-0998741941dc	obj_resource_crystal	Resources	resource.shapeset
85339a1d-e67f-4c63-94fd-4a1cf8c25810	obj_light_posterspotlight2	Small Parts	lights.shapeset
85379fe5-da83-4aa2-b9c2-d67476ad6079	obj_industrial_platformfencelong	Large Parts	industrial.shapeset
85623170-074a-4663-8944-97d131aff495	obj_fittings_generatorpipebend	Small Parts	fittings.shapeset
85771e42-fbb3-49f5-ab99-85167623deeb	obj_shoprewards_totebotbass_bobblehead	Quest / Special Items	shoprewards.shapeset
85a54457-4172-4be5-a750-96df4d40286c	obj_harvests_trees_pine03_p04	Resources	harvests_trees.shapeset
85a5f261-dd80-42db-9386-cb8606382d9c	obj_dekotora_stripelight01	Small Parts	dekotora.shapeset
85fc5f11-722b-4723-91f2-293a81ad0800	obj_tool_connect	Components	tool_parts.shapeset
86128cfa-5c90-4d7c-a9eb-fff9490f9ef9	86128cfa-5c90-4d7c-a9eb-fff9490f9ef9	Small Parts	effect_proxies.shapeset
862f6857-3050-4a84-8191-6a7cbb50bd1a	obj_fittings_pipebig	Medium Parts	fittings.shapeset
863e8585-4548-4cd8-a221-c123aeaab060	obj_interactive_bed_tutorial	Large Parts	spaceship_survivalobject.shapeset
8694192c-d91b-444c-a184-910911bbb354	obj_interactive_stafftoilet	Medium Parts	interactive_shared.shapeset
869d4736-289a-4952-96cd-8a40117a2d28	obj_consumable_water	Consumables	consumable_shared.shapeset
86a10654-9bf9-46e6-8f42-3c76af451d5e	obj_interactive_growbed_chili_mature	Medium Parts	interactive.shapeset
872ae33f-cf02-4959-91d0-ead1dacfd34b	obj_fittings_generatorpipe	Small Parts	fittings.shapeset
87878e83-8170-4796-9401-6baba45ccef2	obj_industrial_beam	Small Parts	industrial.shapeset
87a3bc6b-5eb3-43a3-871a-0cb42a415d64	obj_construction_wallplank	Large Parts	construction.shapeset
87de6612-06c2-43c7-a4aa-652c0eb1dd18	blk_undergroundstation4x	Blocks	blocks_survivalobject.shapeset
87f60f59-fae9-419c-9189-29c75432b84e	obj_survivalobject_partunlockstation	Large Parts	survivalobject.shapeset
8821ec7c-477d-4d3b-9b0c-aee479d3e6c3	obj_harvests_trees_leafy03_p03	Resources	harvests_trees.shapeset
8836fff8-11fc-4596-bb8b-4bf50e79a8bf	obj_dekotora_pyramid	Medium Parts	dekotora.shapeset
884080be-c723-4e6e-828b-6019af8beed6	obj_decor_sign_utility	Large Parts	decor.shapeset
8852c66b-4e8b-434a-b4e7-f494a69d17de	obj_interactive_turretseat_02_base	Large Parts	interactive_shared.shapeset
885ab381-007d-4a60-99e3-c58dec54c880	obj_fittings_cordjunction	Small Parts	fittings.shapeset
88800e74-19b2-4014-90f9-982c2667d932	obj_castedpart_t2	Large Parts	castedpart.shapeset
8883e0ee-8a6e-423a-a4e0-583d9bf105bd	obj_seed_chili	Plantables	plantables_creative.shapeset
88dc2a60-7e1a-4c24-8584-2491acd79753	obj_harvest_log_s01	Resources	harvests_trees.shapeset
88dc4f4a-18c2-4d79-8dee-f0e7ac9d5845	obj_harvests_trees_leafy01_p04	Resources	harvests_trees.shapeset
89b9a340-1b77-4cc8-bc33-b38ca35e9fd0	obj_survivalobject_underground_callbutton	Large Parts	survivalobject.shapeset
89ca09da-4e7c-404f-99eb-beb275cfc217	obj_harvests_trees_birch02_p00	Resources	harvests_trees.shapeset
89e040f6-6e30-41b0-9d7b-97e6bb2cc0b0	obj_dekotora_hubcap01	Medium Parts	dekotora.shapeset
89f446fa-ba6a-4728-93b5-6a1abda114fc	obj_destructable_tape_doorwaytape01	Large Parts	destructable_tape.shapeset
89f6c762-c0ed-44ad-b3f1-a60dbdd889c5	obj_plants_succulent	Small Parts	plants.shapeset
8a4a55b0-0228-4839-933b-0716cedb3f96	obj_containers_cardboardstack_small	Medium Parts	containers.shapeset
8a87566d-f540-49b6-909d-4dcfbfa007c0	obj_interactive_stickywheel	Medium Parts	interactive_shared.shapeset
8aa4459f-6c45-41ae-94f4-4ddff0279c18	obj_shootingrange_farmertarget	Large Parts	shootingrange.shapeset
8aedf6c2-94e1-4506-89d4-a0227c552f1e	blk_metal1	Blocks	blocks.shapeset
8b45b80d-2415-4ef4-aec4-90d0e3ee4cf5	obj_interactive_growbed_cotton_mature	Medium Parts	interactive.shapeset
8b4bd31f-cb1e-42ae-ac33-b2f951609bd2	obj_rewards_windshield	Quest / Special Items	rewards.shapeset
8b684022-254b-41af-a58c-ec4b14791000	obj_containers_vegboxblue	Medium Parts	containers.shapeset
8bc24c12-e4a9-414b-8467-33736e455cb0	obj_structure_concretefoundation01	Medium Parts	structure.shapeset
8bcc5a38-b566-45fe-b47e-45118ee70d2d	obj_containers_vegboxorange	Large Parts	containers.shapeset
8c0a32e1-50a4-4e23-be1d-a09d12fc65c1	obj_harvests_trees_pine03_p01	Resources	harvests_trees.shapeset
8c0ad43a-4bc8-41ef-ab3a-de70eb9ef510	obj_harvests_stones_p05	Resources	harvests_stones.shapeset
8c4b9721-3de4-4ae3-a7d1-6f66a16d1368	obj_industrial_window	Large Parts	industrial.shapeset
8c741785-5eae-4c48-9f99-d62bf522a83f	jnt_interactive_piston_01	Small Parts	interactive_upgradeable.shapeset
8ca49bff-eeef-4b43-abd0-b527a567f1b7	blk_tiles	Blocks	blocks.shapeset
8ca9a4f2-c8c8-439d-9945-e2e95dafbc21	obj_industrial_powergenerator5	Large Parts	industrial.shapeset
8ce25d2e-5802-4806-84cd-094b97e21863	obj_survivalobject_warehousespotligt_warehouse	Small Parts	survivalobject_lights.shapeset
8cf2c0fb-0b04-4a31-b8af-e89a025307b4	obj_structure_freightshell	Large Parts	structure.shapeset
8d3b98de-c981-4f05-abfe-d22ee4781d33	obj_interactive_propanetank_small	Small Parts	interactive.shapeset
8d601982-4608-4d5e-bb9e-e4041486f7c7	obj_survivalobject_farmerball	Large Parts	survivalobject.shapeset
8d7be7bf-37c9-44d6-8adf-fc87b141cadf	obj_industrial_rackcube	Small Parts	industrial.shapeset
8e2dfa65-c08e-4f51-a007-5fed80d846a3	obj_harvests_trees_pine03_p06	Resources	harvests_trees.shapeset
8e2ff26d-8856-46d5-94ff-060f9cfd4ade	obj_interactive_growbed_orange_mature	Medium Parts	interactive.shapeset
8e61a423-5aa6-4dd3-ac57-ecac313f82f5	obj_consumable_tea	Consumables	consumable_creative.shapeset
8e7f019d-d5ac-4f1c-8f26-95664548a41b	obj_rewards_windshield_rightpart	Quest / Special Items	rewards.shapeset
8eb4f8d7-16fe-49c6-be8e-8c0f4350de9c	obj_dekotora_exhaust	Medium Parts	dekotora.shapeset
8f5f8a39-734d-4bc3-8a9e-74026bcb3704	obj_warehouse_overheadcranearmplate	Large Parts	warehouse.shapeset
8f7fd0e7-c46e-4944-a414-7ce2437bb30f	obj_interactive_timer	Small Parts	interactive.shapeset
8f9e059a-4c3a-4664-967a-28f127529aaf	obj_harvests_trees_spruce03_p05	Resources	harvests_trees.shapeset
8fd2cf31-70b3-499a-bfb0-7e3d2c580258	obj_interactive_encryptor_connection	Medium Parts	interactive.shapeset
903871bd-e71f-4681-ad56-8bf180fe4da9	obj_resource_nimbolium	Resources	resource.shapeset
903b0823-4ce1-48e6-9702-aeaa7598c347	obj_fittings_cordbend	Small Parts	fittings.shapeset
90686663-1a3e-479a-b1c4-f81699274f50	obj_spaceship_corner03	Large Parts	spaceship_survivalobject.shapeset
90762ac2-5082-461d-9028-480d38a7da10	obj_survivalobject_vendor	Large Parts	survivalobject.shapeset
90badd3e-3a45-4e3f-b197-b4859bc26ef6	obj_voxelmaterialchunk_t4_small	Resources	voxelmaterialchunk.shapeset
90dbaebf-8ea1-4a5a-8f6f-86ddde77c6c8	obj_interactive_filecabinet	Medium Parts	interactive_shared.shapeset
